,Laki-laki,,,,,,,,,,Perempuan,,,,,,,,,,Total,,,,,,,,,,Laki-laki,,,,,,,,,,Perempuan,,,,,,,,,,Total,,,,,,,,,,Laki-laki,,,,,,,,,,Perempuan,,,,,,,,,,Total,,,,,,,,,
,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total,Belum/Tidak Pernah Sekolah,Belum/Tidak Tamat SD/SDLB/MI/Paket A,SD/SDLB/MI/Paket A,SMP/SMPLB/MTs/Paket B,SMA/SMALB/MA/SMK/MAK/Paket C,DI/DII/DIII,DIV/S1,Profesi,S2/S3,Total
Subyek,Kependudukan dan migrasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukuran,Jumlah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konsep,Penduduk : Penduduk adalah semua orang yang berdomisili di wilayah Negara Kesatuan Republik Indonesia selama 1 tahun atau lebih dan atau mereka yang berdomisili kurang dari 1 tahun tetapi bertujuan untuk menetap selama 1 tahun atau lebih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deskripsi Klasifikasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klasifikasi Kelompok Umur 
Merupakan Pengelompokan atau Pengkodean untuk  Kelompok Umur ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-9,umur 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-14,umur 10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19,umur 15-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24,umur 20-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,umur 25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,umur 30-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,umur 35-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,umur 40-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,umur 45-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,umur 50-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,umur 55-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,umur 60-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,umur 65-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-74,umur 70-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75+,umur75+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Total (definisi jelas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klasifikasi Perkotaan dan Perdesaan 
Merupakan Pengelompokan atau Pengkodean untuk  Perkotaan dan Perdesaan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkotaan,"Perkotaan adalah wilayah yang mempunyai kegiatan utama bukan pertanian dengan susunan fungsi kawasan sebagai tempat permukiman perkotaan, pemusatan dan distribusi pelayanan jasa pemerintahan, pelayanan sosial, dan kegiatan ekonomi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perdesaan,"Perdesaan adalah wilayah yang mempunyai kegiatan utama pertanian, termasuk pengelolaan sumber daya alam dengan susunan fungsi kawasan sebagai tempat permukiman perdesaan, pelayanan jasa, pemerintahan, pelayanan sosial, dan kegiatan ekonomi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Total (definisi jelas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klasifikasi Jenis Kelamin 
Merupakan Pengelompokan atau Pengkodean untuk  Jenis Kelamin ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laki-laki,Laki-laki (definisi jelas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perempuan,Perempuan (definisi jelas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Total (definisi jelas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klasifikasi Ijazah/STTB Tertinggi Yang Ditamatkan
Merupakan pengelompokan tanda bukti kelulusan yang diberikan kepada seseorang yang sudah menyelesaikan semua persyaratan akademik pada suatu jenjang pendidikan tertentu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belum/Tidak Pernah Sekolah,"Belum/tidak pernah sekolah, jika seseorang sama sekali belum pernah bersekolah, termasuk mereka yang sudah/belum tamat Taman Kanak-Kanak tetapi tidak atau belum melanjutkan ke Sekolah Dasar (SD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belum/Tidak Tamat SD/SDLB/MI/Paket A,"Belum/tidak tamat SD/SDLB/MI/Paket A adalah seseorang yang pernah bersekolah di Sekolah Dasar atau yang sederajat (antara lain Sekolah Luar Biasa tingkat dasar, Madrasah Ibtidaiyah, Sekolah Dasar Pamong, Sekolah Dasar Kecil, paket A1-A100, Paket A Setara SD), tetapi tidak/belum tamat, atau seseorang yang saat ini masih bersekolah di Sekolah Dasar atau yang sederajat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD/SDLB/MI/Paket A,"SD, Sekolah Dasar adalah sekolah dasar atau yang sederajat;
SDLB, Sekolah Dasar Luar Biasa adalah satuan pendidikan/sekolah pada tingkat Sekolah Dasar (SD) yang menyelenggarakan pendidikan bagi Anak Berkebutuhan Khusus (ABK);
MI, Madrasah Ibtidaiyah adalah satuan pendidikan formal yang menyelenggarakan pendidikan umum dengan kekhasan agama Islam yang terdiri atas 6 (enam) tingkat pada jenjang pendidikan dasar (sederajat dengan SD);
Paket A adalah satuan pendidikan nonformal yang setara atau sederajat dengan jenjang pendidikan dasar (SD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMP/SMPLB/MTs/Paket B,"SMP, Sekolah Menengah Pertama adalah sekolah menengah pertama atau yang sederajat;
SMPLB adalah satuan pendidikan/sekolah pada tingkat Sekolah Menengah Pertama (SMP) yang menyelenggarakan pendidikan bagi Anak Berkebutuhan Khusus (ABK);
MTs, Madrasah Tsanawiyah adalah satuan pendidikan formal yang menyelenggarakan pendidikan umum dengan kekhasan agama islam yang terdiri atas 3 (tiga) tingkat pada jenjang pendidikan dasar (sederajat dengan SMP) sebagai lanjutan dari SD, MI, atau bentuk lain yang sederajat;
Paket B adalah satuan pendidikan nonformal yang setara atau sederajat dengan jenjang Sekolah Menengah Pertama (SMP).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMA/SMALB/MA/SMK/MAK/Paket C,"SMA, Sekolah Menengah Atas adalah sekolah menengah atas atau yang sederajat;
SMLB adalah satuan pendidikan/sekolah pada tingkat Sekolah Menengah Atas yang menyelenggarakan pendidikan bagi Anak Berkebutuhan Khusus (ABK);
MA, Madrasah Aliyah adalah satuan pendidikan formal yang menyelenggarakan pendidikan umum dengan kekhasan agama islam yang terdiri atas 3 (tiga) tingkat pada jenjang pendidikan menengah (sederajat dengan SMA) sebagai lanjutan dari SMP, MTs, atau bentuk lain yang sederajat;
SMK, Sekolah Menengah Kejuruan adalah sekolah kejuruan setingkat SMA;
MAK, Madrasah Aliyah Kejuruan adalah salah satu bentuk satuan pendidikan formal dalam binaan Kemenag yang menyelenggarakan pendidikan kejuruan dengan kekhasan agama Islam pada jenjang pendidikan menengah sebagai lanjutan dari SMP, MTs, atau bentuk lain yang sederajat atau lanjutan dari hasil belajar yang diakui sama/setara SMP/MTs;
Paket C adalah satuan pendidikan nonformal yang setara atau sederajat dengan jenjang pendidikan Sekolah Menengah Atas (SMA).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DI/DII/DIII,DI/DII adalah Program Diploma 1 atau 2 yang diselenggarakan/dikelola oleh Perguruan Tinggi; DIII adalah program Diploma 3 yang diselenggarakan/dikelola oleh akademi/perguruan tinggi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIV/S1,DIV adalah program pendidikan diploma 4 suatu perguruan tinggi; S1 adalah program pendidikan strata 1 pada suatu perguruan tinggi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profesi,Profesi merupakan pendidikan tinggi setelah program sarjana yang menyiapkan mahasiswa dalam pekerjaan yang memerlukan persyaratan keahlian khusus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2/S3,"S2 adalah program pendidikan pascasarjana (master), strata 2 pada suatu perguruan tinggi. Pendidikan spesialis 1 disetarakan dengan S2; S3 adalah program pendidikan pascasarjana (doktor), strata 3 pada suatu perguruan tinggi. Pendidikan spesialis 2 disetarakan dengan S3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,(definisi jelas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
